EntityName;DataYear;Index;Value
Luxembourg;2018;Mobile Data and Voice Low Usage;10,26
Luxembourg;2018;Mobile Data and Voice High Usage;18,48
Luxembourg;2019;Fixed broadband 5GB;42,11
Luxembourg;2019;Mobile broadband data only 1.5 GB;10,27
Luxembourg;2019;Mobile Cellular Low Usage;5,13
Luxembourg;2019;Mobile Data and Voice Low Usage;5,13
Luxembourg;2019;Mobile Data and Voice High Usage;18,48
Luxembourg;2020;Fixed broadband 5GB;42,92
Luxembourg;2020;Mobile broadband data only 1.5 GB;10,46
Luxembourg;2020;Mobile Cellular Low Usage;5,22
Luxembourg;2020;Mobile Data and Voice Low Usage;5,22
Luxembourg;2020;Mobile Data and Voice High Usage;10,46
Luxembourg;2018;Fixed broadband 5GB;48,42
Luxembourg;2018;Mobile broadband data only 1.5 GB;11,81
Luxembourg;2018;Mobile Cellular Low Usage;5,89
Luxembourg;2018;Mobile Data and Voice Low Usage;11,80
Luxembourg;2018;Mobile Data and Voice High Usage;21,25
Luxembourg;2019;Fixed broadband 5GB;48,42
Luxembourg;2019;Mobile broadband data only 1.5 GB;11,81
Luxembourg;2019;Mobile Cellular Low Usage;5,89
Luxembourg;2019;Mobile Data and Voice Low Usage;5,89
Luxembourg;2019;Mobile Data and Voice High Usage;21,25
Luxembourg;2020;Fixed broadband 5GB;46,50
Luxembourg;2020;Mobile broadband data only 1.5 GB;11,33
Luxembourg;2020;Mobile Cellular Low Usage;5,66
Luxembourg;2020;Mobile Data and Voice Low Usage;5,66
Luxembourg;2020;Mobile Data and Voice High Usage;11,33
Netherlands;2018;Fixed broadband 5GB;1,15
Netherlands;2018;Mobile broadband data only 1.5 GB;0,83
Netherlands;2018;Mobile Cellular Low Usage;0,40
Netherlands;2018;Mobile Data and Voice Low Usage;0,58
Netherlands;2018;Mobile Data and Voice High Usage;0,75
Netherlands;2019;Fixed broadband 5GB;1,17
Netherlands;2019;Mobile broadband data only 1.5 GB;0,83
Netherlands;2019;Mobile Cellular Low Usage;0,44
Netherlands;2019;Mobile Data and Voice Low Usage;0,58
Netherlands;2019;Mobile Data and Voice High Usage;0,58
Netherlands;2020;Fixed broadband 5GB;1,35
Netherlands;2020;Mobile broadband data only 1.5 GB;0,64
Netherlands;2020;Mobile Cellular Low Usage;0,41
Netherlands;2020;Mobile Data and Voice Low Usage;0,54
Netherlands;2020;Mobile Data and Voice High Usage;0,51
Netherlands;2018;Fixed broadband 5GB;47,86
Netherlands;2018;Mobile broadband data only 1.5 GB;34,60
Netherlands;2018;Mobile Cellular Low Usage;16,72
Netherlands;2018;Mobile Data and Voice Low Usage;24,22
Netherlands;2018;Mobile Data and Voice High Usage;31,14
Netherlands;2019;Fixed broadband 5GB;49,02
Netherlands;2019;Mobile broadband data only 1.5 GB;34,60
Netherlands;2019;Mobile Cellular Low Usage;18,45
Netherlands;2019;Mobile Data and Voice Low Usage;24,22
Netherlands;2019;Mobile Data and Voice High Usage;24,22
Netherlands;2020;Fixed broadband 5GB;62,45
Netherlands;2020;Mobile broadband data only 1.5 GB;29,46
Netherlands;2020;Mobile Cellular Low Usage;18,85
Netherlands;2020;Mobile Data and Voice Low Usage;24,75
Netherlands;2020;Mobile Data and Voice High Usage;23,57
Netherlands;2018;Fixed broadband 5GB;49,01
Netherlands;2018;Mobile broadband data only 1.5 GB;35,43
Netherlands;2018;Mobile Cellular Low Usage;17,12
Netherlands;2018;Mobile Data and Voice Low Usage;24,80
Netherlands;2018;Mobile Data and Voice High Usage;31,89
Netherlands;2019;Fixed broadband 5GB;50,19
Netherlands;2019;Mobile broadband data only 1.5 GB;35,43
Netherlands;2019;Mobile Cellular Low Usage;18,90
Netherlands;2019;Mobile Data and Voice Low Usage;24,80
Netherlands;2019;Mobile Data and Voice High Usage;24,80
Netherlands;2020;Fixed broadband 5GB;60,11
Netherlands;2020;Mobile broadband data only 1.5 GB;28,35
Netherlands;2020;Mobile Cellular Low Usage;18,15
Netherlands;2020;Mobile Data and Voice Low Usage;23,82
Netherlands;2020;Mobile Data and Voice High Usage;22,68
North Macedonia;2018;Fixed broadband 5GB;3,80
North Macedonia;2018;Mobile broadband data only 1.5 GB;1,60
North Macedonia;2018;Mobile Cellular Low Usage;1,53
North Macedonia;2018;Mobile Data and Voice Low Usage;2,40
North Macedonia;2018;Mobile Data and Voice High Usage;2,74
North Macedonia;2019;Fixed broadband 5GB;3,80
North Macedonia;2019;Mobile broadband data only 1.5 GB;1,90
North Macedonia;2019;Mobile Cellular Low Usage;2,40
North Macedonia;2019;Mobile Data and Voice Low Usage;2,40
North Macedonia;2019;Mobile Data and Voice High Usage;3,38
North Macedonia;2020;Fixed broadband 5GB;3,35
North Macedonia;2020;Mobile broadband data only 1.5 GB;1,68
North Macedonia;2020;Mobile Cellular Low Usage;2,24
North Macedonia;2020;Mobile Data and Voice Low Usage;2,24
North Macedonia;2020;Mobile Data and Voice High Usage;2,79
North Macedonia;2018;Fixed broadband 5GB;39,42
North Macedonia;2018;Mobile broadband data only 1.5 GB;16,62
North Macedonia;2018;Mobile Cellular Low Usage;15,89
North Macedonia;2018;Mobile Data and Voice Low Usage;24,86
North Macedonia;2018;Mobile Data and Voice High Usage;28,46
North Macedonia;2019;Fixed broadband 5GB;39,42
North Macedonia;2019;Mobile broadband data only 1.5 GB;19,69
North Macedonia;2019;Mobile Cellular Low Usage;24,86
North Macedonia;2019;Mobile Data and Voice Low Usage;24,86
North Macedonia;2019;Mobile Data and Voice High Usage;35,03
North Macedonia;2020;Fixed broadband 5GB;40,26
North Macedonia;2020;Mobile broadband data only 1.5 GB;20,11
North Macedonia;2020;Mobile Cellular Low Usage;26,82
North Macedonia;2020;Mobile Data and Voice Low Usage;26,82
North Macedonia;2020;Mobile Data and Voice High Usage;33,52
North Macedonia;2018;Fixed broadband 5GB;17,25
North Macedonia;2018;Mobile broadband data only 1.5 GB;7,27
North Macedonia;2018;Mobile Cellular Low Usage;6,96
North Macedonia;2018;Mobile Data and Voice Low Usage;10,88
North Macedonia;2018;Mobile Data and Voice High Usage;12,46
North Macedonia;2019;Fixed broadband 5GB;17,25
North Macedonia;2019;Mobile broadband data only 1.5 GB;8,62
North Macedonia;2019;Mobile Cellular Low Usage;10,88
North Macedonia;2019;Mobile Data and Voice Low Usage;10,88
North Macedonia;2019;Mobile Data and Voice High Usage;15,33
North Macedonia;2020;Fixed broadband 5GB;16,51
North Macedonia;2020;Mobile broadband data only 1.5 GB;8,24
North Macedonia;2020;Mobile Cellular Low Usage;11,00
North Macedonia;2020;Mobile Data and Voice Low Usage;11,00
North Macedonia;2020;Mobile Data and Voice High Usage;13,74
Norway;2018;Fixed broadband 5GB;0,66
Norway;2018;Mobile broadband data only 1.5 GB;0,36
Norway;2018;Mobile Cellular Low Usage;0,15
Norway;2018;Mobile Data and Voice Low Usage;0,45
Norway;2018;Mobile Data and Voice High Usage;0,55
Norway;2019;Fixed broadband 5GB;0,69
Norway;2019;Mobile broadband data only 1.5 GB;0,36
Norway;2019;Mobile Cellular Low Usage;0,15
Norway;2019;Mobile Data and Voice Low Usage;0,45
Norway;2019;Mobile Data and Voice High Usage;0,55
Norway;2020;Fixed broadband 5GB;0,81
Norway;2020;Mobile broadband data only 1.5 GB;0,52
Norway;2020;Mobile Cellular Low Usage;0,43
Norway;2020;Mobile Data and Voice Low Usage;0,43
Norway;2020;Mobile Data and Voice High Usage;0,52
Norway;2018;Fixed broadband 5GB;33,29
Norway;2018;Mobile broadband data only 1.5 GB;18,45
Norway;2018;Mobile Cellular Low Usage;7,71
Norway;2018;Mobile Data and Voice Low Usage;23,09
Norway;2018;Mobile Data and Voice High Usage;27,73
Norway;2019;Fixed broadband 5GB;35,15
Norway;2019;Mobile broadband data only 1.5 GB;18,45
Norway;2019;Mobile Cellular Low Usage;7,71
Norway;2019;Mobile Data and Voice Low Usage;23,09
Norway;2019;Mobile Data and Voice High Usage;27,73
Norway;2020;Fixed broadband 5GB;43,70
Norway;2020;Mobile broadband data only 1.5 GB;27,86
Norway;2020;Mobile Cellular Low Usage;23,20
Norway;2020;Mobile Data and Voice Low Usage;23,20
Norway;2020;Mobile Data and Voice High Usage;27,86
Norway;2018;Fixed broadband 5GB;44,14
Norway;2018;Mobile broadband data only 1.5 GB;24,47
Norway;2018;Mobile Cellular Low Usage;10,22
Norway;2018;Mobile Data and Voice Low Usage;30,62
Norway;2018;Mobile Data and Voice High Usage;36,77
Norway;2019;Fixed broadband 5GB;46,60
Norway;2019;Mobile broadband data only 1.5 GB;24,47
Norway;2019;Mobile Cellular Low Usage;10,22
Norway;2019;Mobile Data and Voice Low Usage;30,62
Norway;2019;Mobile Data and Voice High Usage;36,77
Norway;2020;Fixed broadband 5GB;48,98
Norway;2020;Mobile broadband data only 1.5 GB;31,23
Norway;2020;Mobile Cellular Low Usage;26,01
Norway;2020;Mobile Data and Voice Low Usage;26,01
Norway;2020;Mobile Data and Voice High Usage;31,23
Poland;2018;Fixed broadband 5GB;1,64
Poland;2018;Mobile broadband data only 1.5 GB;0,23
Poland;2018;Mobile Cellular Low Usage;0,79
Poland;2018;Mobile Data and Voice Low Usage;0,80
Poland;2018;Mobile Data and Voice High Usage;0,94
Poland;2019;Fixed broadband 5GB;1,64
Poland;2019;Mobile broadband data only 1.5 GB;0,23
Poland;2019;Mobile Cellular Low Usage;0,92
Poland;2019;Mobile Data and Voice Low Usage;0,92
Poland;2019;Mobile Data and Voice High Usage;1,06
Poland;2020;Fixed broadband 5GB;1,26
Poland;2020;Mobile broadband data only 1.5 GB;0,21
Poland;2020;Mobile Cellular Low Usage;0,73
Poland;2020;Mobile Data and Voice Low Usage;0,82
Poland;2020;Mobile Data and Voice High Usage;0,94
Poland;2018;Fixed broadband 5GB;37,52
Poland;2018;Mobile broadband data only 1.5 GB;5,36
Poland;2018;Mobile Cellular Low Usage;18,12
Poland;2018;Mobile Data and Voice Low Usage;18,22
Poland;2018;Mobile Data and Voice High Usage;21,44
Poland;2019;Fixed broadband 5GB;37,52
Poland;2019;Mobile broadband data only 1.5 GB;5,36
Poland;2019;Mobile Cellular Low Usage;20,91
Poland;2019;Mobile Data and Voice Low Usage;20,91
Poland;2019;Mobile Data and Voice High Usage;24,12
Poland;2020;Fixed broadband 5GB;31,91
Poland;2020;Mobile broadband data only 1.5 GB;5,31
Poland;2020;Mobile Cellular Low Usage;18,62
Poland;2020;Mobile Data and Voice Low Usage;20,75
Poland;2020;Mobile Data and Voice High Usage;23,94
Poland;2018;Fixed broadband 5GB;19,38
Poland;2018;Mobile broadband data only 1.5 GB;2,77
Poland;2018;Mobile Cellular Low Usage;9,36
Poland;2018;Mobile Data and Voice Low Usage;9,41
Poland;2018;Mobile Data and Voice High Usage;11,07
Poland;2019;Fixed broadband 5GB;19,38
Poland;2019;Mobile broadband data only 1.5 GB;2,77
Poland;2019;Mobile Cellular Low Usage;10,80
Poland;2019;Mobile Data and Voice Low Usage;10,80
Poland;2019;Mobile Data and Voice High Usage;12,46
Poland;2020;Fixed broadband 5GB;15,19
Poland;2020;Mobile broadband data only 1.5 GB;2,53
Poland;2020;Mobile Cellular Low Usage;8,86
Poland;2020;Mobile Data and Voice Low Usage;9,88
Poland;2020;Mobile Data and Voice High Usage;11,40
Portugal;2018;Fixed broadband 5GB;1,44
Portugal;2018;Mobile broadband data only 1.5 GB;1,08
Portugal;2018;Mobile Cellular Low Usage;0,59
Portugal;2018;Mobile Data and Voice Low Usage;0,59
Portugal;2018;Mobile Data and Voice High Usage;1,05
Portugal;2019;Fixed broadband 5GB;1,44
Portugal;2019;Mobile broadband data only 1.5 GB;0,97
Portugal;2019;Mobile Cellular Low Usage;0,59
Portugal;2019;Mobile Data and Voice Low Usage;0,59
Portugal;2019;Mobile Data and Voice High Usage;1,05
Portugal;2020;Fixed broadband 5GB;1,49
Portugal;2020;Mobile broadband data only 1.5 GB;0,89
Portugal;2020;Mobile Cellular Low Usage;0,53
Portugal;2020;Mobile Data and Voice Low Usage;0,53
Portugal;2020;Mobile Data and Voice High Usage;0,83
Portugal;2018;Fixed broadband 5GB;33,07
Portugal;2018;Mobile broadband data only 1.5 GB;24,81
Portugal;2018;Mobile Cellular Low Usage;13,53
Portugal;2018;Mobile Data and Voice Low Usage;13,53
Portugal;2018;Mobile Data and Voice High Usage;24,06
Portugal;2019;Fixed broadband 5GB;33,07
Portugal;2019;Mobile broadband data only 1.5 GB;22,39
Portugal;2019;Mobile Cellular Low Usage;13,53
Portugal;2019;Mobile Data and Voice Low Usage;13,53
Portugal;2019;Mobile Data and Voice High Usage;24,06
Portugal;2020;Fixed broadband 5GB;39,02
Portugal;2020;Mobile broadband data only 1.5 GB;23,40
Portugal;2020;Mobile Cellular Low Usage;13,91
Portugal;2020;Mobile Data and Voice Low Usage;14,02
Portugal;2020;Mobile Data and Voice High Usage;21,86
Portugal;2018;Fixed broadband 5GB;25,97
Portugal;2018;Mobile broadband data only 1.5 GB;19,49
Portugal;2018;Mobile Cellular Low Usage;10,63
Portugal;2018;Mobile Data and Voice Low Usage;10,63
Portugal;2018;Mobile Data and Voice High Usage;18,90
Portugal;2019;Fixed broadband 5GB;25,97
Portugal;2019;Mobile broadband data only 1.5 GB;17,58
Portugal;2019;Mobile Cellular Low Usage;10,63
Portugal;2019;Mobile Data and Voice Low Usage;10,63
Portugal;2019;Mobile Data and Voice High Usage;18,90
Portugal;2020;Fixed broadband 5GB;28,34
Portugal;2020;Mobile broadband data only 1.5 GB;17,00
Portugal;2020;Mobile Cellular Low Usage;10,11
Portugal;2020;Mobile Data and Voice Low Usage;10,18
Portugal;2020;Mobile Data and Voice High Usage;15,88
Romania;2018;Fixed broadband 5GB;0,81
Romania;2018;Mobile broadband data only 1.5 GB;1,01
Romania;2018;Mobile Cellular Low Usage;1,01
Romania;2018;Mobile Data and Voice Low Usage;1,01
Romania;2018;Mobile Data and Voice High Usage;1,01
Romania;2019;Fixed broadband 5GB;0,81
Romania;2019;Mobile broadband data only 1.5 GB;1,13
Romania;2019;Mobile Cellular Low Usage;1,13
Romania;2019;Mobile Data and Voice Low Usage;0,96
Romania;2019;Mobile Data and Voice High Usage;1,13
Romania;2020;Fixed broadband 5GB;0,67
Romania;2020;Mobile broadband data only 1.5 GB;0,86
Romania;2020;Mobile Cellular Low Usage;0,86
Romania;2020;Mobile Data and Voice Low Usage;0,97
Romania;2020;Mobile Data and Voice High Usage;0,97
Romania;2018;Fixed broadband 5GB;16,13
Romania;2018;Mobile broadband data only 1.5 GB;20,08
Romania;2018;Mobile Cellular Low Usage;20,08
Romania;2018;Mobile Data and Voice Low Usage;20,08
Romania;2018;Mobile Data and Voice High Usage;20,08
Romania;2019;Fixed broadband 5GB;16,13
Romania;2019;Mobile broadband data only 1.5 GB;22,53
Romania;2019;Mobile Cellular Low Usage;22,53
Romania;2019;Mobile Data and Voice Low Usage;19,08
Romania;2019;Mobile Data and Voice High Usage;22,53
Romania;2020;Fixed broadband 5GB;15,80
Romania;2020;Mobile broadband data only 1.5 GB;20,41
Romania;2020;Mobile Cellular Low Usage;20,41
Romania;2020;Mobile Data and Voice Low Usage;22,96
Romania;2020;Mobile Data and Voice High Usage;22,96
Romania;2018;Fixed broadband 5GB;7,61
Romania;2018;Mobile broadband data only 1.5 GB;9,47
Romania;2018;Mobile Cellular Low Usage;9,47
Romania;2018;Mobile Data and Voice Low Usage;9,47
Romania;2018;Mobile Data and Voice High Usage;9,47
Romania;2019;Fixed broadband 5GB;7,61
Romania;2019;Mobile broadband data only 1.5 GB;10,63
Romania;2019;Mobile Cellular Low Usage;10,63
Romania;2019;Mobile Data and Voice Low Usage;9,00
Romania;2019;Mobile Data and Voice High Usage;10,63
Romania;2020;Fixed broadband 5GB;7,03
Romania;2020;Mobile broadband data only 1.5 GB;9,07
Romania;2020;Mobile Cellular Low Usage;9,07
Romania;2020;Mobile Data and Voice Low Usage;10,21
Romania;2020;Mobile Data and Voice High Usage;10,21
Serbia;2018;Fixed broadband 5GB;2,90
Serbia;2018;Mobile broadband data only 1.5 GB;1,31
Serbia;2018;Mobile Cellular Low Usage;1,31
Serbia;2018;Mobile Data and Voice Low Usage;1,77
Serbia;2018;Mobile Data and Voice High Usage;3,09
Serbia;2019;Fixed broadband 5GB;2,90
Serbia;2019;Mobile broadband data only 1.5 GB;1,31
Serbia;2019;Mobile Cellular Low Usage;1,50
Serbia;2019;Mobile Data and Voice Low Usage;2,06
Serbia;2019;Mobile Data and Voice High Usage;3,37
Serbia;2020;Fixed broadband 5GB;2,77
Serbia;2020;Mobile broadband data only 1.5 GB;1,14
Serbia;2020;Mobile Cellular Low Usage;1,38
Serbia;2020;Mobile Data and Voice Low Usage;1,38
Serbia;2020;Mobile Data and Voice High Usage;1,71
Serbia;2018;Fixed broadband 5GB;31,78
Serbia;2018;Mobile broadband data only 1.5 GB;14,34
Serbia;2018;Mobile Cellular Low Usage;14,34
Serbia;2018;Mobile Data and Voice Low Usage;19,35
Serbia;2018;Mobile Data and Voice High Usage;33,79
Serbia;2019;Fixed broadband 5GB;31,78
Serbia;2019;Mobile broadband data only 1.5 GB;14,34
Serbia;2019;Mobile Cellular Low Usage;16,39
Serbia;2019;Mobile Data and Voice Low Usage;22,53
Serbia;2019;Mobile Data and Voice High Usage;36,89
Serbia;2020;Fixed broadband 5GB;34,94
Serbia;2020;Mobile broadband data only 1.5 GB;14,37
Serbia;2020;Mobile Cellular Low Usage;17,46
Serbia;2020;Mobile Data and Voice Low Usage;17,46
Serbia;2020;Mobile Data and Voice High Usage;21,57
Serbia;2018;Fixed broadband 5GB;15,46
Serbia;2018;Mobile broadband data only 1.5 GB;6,98
Serbia;2018;Mobile Cellular Low Usage;6,98
Serbia;2018;Mobile Data and Voice Low Usage;9,41
Serbia;2018;Mobile Data and Voice High Usage;16,44
Serbia;2019;Fixed broadband 5GB;15,46
Serbia;2019;Mobile broadband data only 1.5 GB;6,98
Serbia;2019;Mobile Cellular Low Usage;7,98
Serbia;2019;Mobile Data and Voice Low Usage;10,96
Serbia;2019;Mobile Data and Voice High Usage;17,95
Serbia;2020;Fixed broadband 5GB;16,38
Serbia;2020;Mobile broadband data only 1.5 GB;6,74
Serbia;2020;Mobile Cellular Low Usage;8,19
Serbia;2020;Mobile Data and Voice Low Usage;8,19
Serbia;2020;Mobile Data and Voice High Usage;10,12
Slovakia;2018;Fixed broadband 5GB;1,16
Slovakia;2018;Mobile broadband data only 1.5 GB;0,77
Slovakia;2018;Mobile Cellular Low Usage;0,74
Slovakia;2018;Mobile Data and Voice Low Usage;0,96
Slovakia;2018;Mobile Data and Voice High Usage;1,86
Slovakia;2019;Fixed broadband 5GB;0,84
Slovakia;2019;Mobile broadband data only 1.5 GB;0,77
Slovakia;2019;Mobile Cellular Low Usage;0,66
Slovakia;2019;Mobile Data and Voice Low Usage;0,96
Slovakia;2019;Mobile Data and Voice High Usage;1,86
Slovakia;2020;Fixed broadband 5GB;0,77
Slovakia;2020;Mobile broadband data only 1.5 GB;0,35
Slovakia;2020;Mobile Cellular Low Usage;0,68
Slovakia;2020;Mobile Data and Voice Low Usage;0,93
Slovakia;2020;Mobile Data and Voice High Usage;1,62
Slovakia;2018;Fixed broadband 5GB;27,79
Slovakia;2018;Mobile broadband data only 1.5 GB;18,51
Slovakia;2018;Mobile Cellular Low Usage;17,78
Slovakia;2018;Mobile Data and Voice Low Usage;23,06
Slovakia;2018;Mobile Data and Voice High Usage;44,46
Slovakia;2019;Fixed broadband 5GB;20,19
Slovakia;2019;Mobile broadband data only 1.5 GB;18,53
Slovakia;2019;Mobile Cellular Low Usage;15,89
Slovakia;2019;Mobile Data and Voice Low Usage;23,06
Slovakia;2019;Mobile Data and Voice High Usage;44,46
Slovakia;2020;Fixed broadband 5GB;18,43
Slovakia;2020;Mobile broadband data only 1.5 GB;8,46
Slovakia;2020;Mobile Cellular Low Usage;16,24
Slovakia;2020;Mobile Data and Voice Low Usage;22,32
Slovakia;2020;Mobile Data and Voice High Usage;38,90
Slovakia;2018;Fixed broadband 5GB;17,71
Slovakia;2018;Mobile broadband data only 1.5 GB;11,80
Slovakia;2018;Mobile Cellular Low Usage;11,34
Slovakia;2018;Mobile Data and Voice Low Usage;14,70
Slovakia;2018;Mobile Data and Voice High Usage;28,34
Slovakia;2019;Fixed broadband 5GB;12,87
Slovakia;2019;Mobile broadband data only 1.5 GB;11,81
Slovakia;2019;Mobile Cellular Low Usage;10,13
Slovakia;2019;Mobile Data and Voice Low Usage;14,70
Slovakia;2019;Mobile Data and Voice High Usage;28,34
Slovakia;2020;Fixed broadband 5GB;12,36
Slovakia;2020;Mobile broadband data only 1.5 GB;5,67
Slovakia;2020;Mobile Cellular Low Usage;10,89
Slovakia;2020;Mobile Data and Voice Low Usage;14,97
Slovakia;2020;Mobile Data and Voice High Usage;26,09
Slovenia;2018;Fixed broadband 5GB;1,90
Slovenia;2018;Mobile broadband data only 1.5 GB;0,75
Slovenia;2018;Mobile Cellular Low Usage;0,92
Slovenia;2018;Mobile Data and Voice Low Usage;0,92
Slovenia;2018;Mobile Data and Voice High Usage;1,44
Slovenia;2019;Fixed broadband 5GB;2,01
Slovenia;2019;Mobile broadband data only 1.5 GB;0,75
Slovenia;2019;Mobile Cellular Low Usage;0,86
Slovenia;2019;Mobile Data and Voice Low Usage;0,86
Slovenia;2019;Mobile Data and Voice High Usage;0,86
Slovenia;2020;Fixed broadband 5GB;1,85
Slovenia;2020;Mobile broadband data only 1.5 GB;0,74
Slovenia;2020;Mobile Cellular Low Usage;0,85
Slovenia;2020;Mobile Data and Voice Low Usage;0,85
Slovenia;2020;Mobile Data and Voice High Usage;0,85
Slovenia;2018;Fixed broadband 5GB;50,92
Slovenia;2018;Mobile broadband data only 1.5 GB;20,05
Slovenia;2018;Mobile Cellular Low Usage;24,68
Slovenia;2018;Mobile Data and Voice Low Usage;24,68
Slovenia;2018;Mobile Data and Voice High Usage;38,57
Slovenia;2019;Fixed broadband 5GB;54,02
Slovenia;2019;Mobile broadband data only 1.5 GB;20,05
Slovenia;2019;Mobile Cellular Low Usage;23,14
Slovenia;2019;Mobile Data and Voice Low Usage;23,14
Slovenia;2019;Mobile Data and Voice High Usage;23,14
Slovenia;2020;Fixed broadband 5GB;54,54
Slovenia;2020;Mobile broadband data only 1.5 GB;21,80
Slovenia;2020;Mobile Cellular Low Usage;24,92
Slovenia;2020;Mobile Data and Voice Low Usage;24,92
Slovenia;2020;Mobile Data and Voice High Usage;24,92
Slovenia;2018;Fixed broadband 5GB;38,96
Slovenia;2018;Mobile broadband data only 1.5 GB;15,34
Slovenia;2018;Mobile Cellular Low Usage;18,88
Slovenia;2018;Mobile Data and Voice Low Usage;18,88
Slovenia;2018;Mobile Data and Voice High Usage;29,51
Slovenia;2019;Fixed broadband 5GB;41,33
Slovenia;2019;Mobile broadband data only 1.5 GB;15,34
Slovenia;2019;Mobile Cellular Low Usage;17,70
Slovenia;2019;Mobile Data and Voice Low Usage;17,70
Slovenia;2019;Mobile Data and Voice High Usage;17,70
Slovenia;2020;Fixed broadband 5GB;39,70
Slovenia;2020;Mobile broadband data only 1.5 GB;15,87
Slovenia;2020;Mobile Cellular Low Usage;18,14
Slovenia;2020;Mobile Data and Voice Low Usage;18,14
Slovenia;2020;Mobile Data and Voice High Usage;18,14
Spain;2018;Fixed broadband 5GB;2,17
Spain;2018;Mobile broadband data only 1.5 GB;0,29
Spain;2018;Mobile Cellular Low Usage;0,57
Spain;2018;Mobile Data and Voice Low Usage;0,58
Spain;2018;Mobile Data and Voice High Usage;0,88
Spain;2019;Fixed broadband 5GB;1,92
Spain;2019;Mobile broadband data only 1.5 GB;0,33
Spain;2019;Mobile Cellular Low Usage;0,67
Spain;2019;Mobile Data and Voice Low Usage;0,67
Spain;2019;Mobile Data and Voice High Usage;0,90
Spain;2020;Fixed broadband 5GB;1,72
Spain;2020;Mobile broadband data only 1.5 GB;0,31
Spain;2020;Mobile Cellular Low Usage;0,54
Spain;2020;Mobile Data and Voice Low Usage;0,54
Spain;2020;Mobile Data and Voice High Usage;1,03
Spain;2018;Fixed broadband 5GB;62,92
Spain;2018;Mobile broadband data only 1.5 GB;8,39
Spain;2018;Mobile Cellular Low Usage;16,70
Spain;2018;Mobile Data and Voice Low Usage;16,78
Spain;2018;Mobile Data and Voice High Usage;25,45
Spain;2019;Fixed broadband 5GB;55,93
Spain;2019;Mobile broadband data only 1.5 GB;9,72
Spain;2019;Mobile Cellular Low Usage;19,42
Spain;2019;Mobile Data and Voice Low Usage;19,42
Spain;2019;Mobile Data and Voice High Usage;26,19
Spain;2020;Fixed broadband 5GB;53,96
Spain;2020;Mobile broadband data only 1.5 GB;9,87
Spain;2020;Mobile Cellular Low Usage;16,88
Spain;2020;Mobile Data and Voice Low Usage;16,88
Spain;2020;Mobile Data and Voice High Usage;32,28
Spain;2018;Fixed broadband 5GB;53,14
Spain;2018;Mobile broadband data only 1.5 GB;7,09
Spain;2018;Mobile Cellular Low Usage;14,10
Spain;2018;Mobile Data and Voice Low Usage;14,17
Spain;2018;Mobile Data and Voice High Usage;21,49
Spain;2019;Fixed broadband 5GB;47,24
Spain;2019;Mobile broadband data only 1.5 GB;8,21
Spain;2019;Mobile Cellular Low Usage;16,40
Spain;2019;Mobile Data and Voice Low Usage;16,40
Spain;2019;Mobile Data and Voice High Usage;22,12
Spain;2020;Fixed broadband 5GB;43,10
Spain;2020;Mobile broadband data only 1.5 GB;7,88
Spain;2020;Mobile Cellular Low Usage;13,49
Spain;2020;Mobile Data and Voice Low Usage;13,49
Spain;2020;Mobile Data and Voice High Usage;25,78
Sweden;2018;Fixed broadband 5GB;0,98
Sweden;2018;Mobile broadband data only 1.5 GB;0,37
Sweden;2018;Mobile Cellular Low Usage;0,58
Sweden;2018;Mobile Data and Voice Low Usage;0,50
Sweden;2018;Mobile Data and Voice High Usage;0,50
Sweden;2019;Fixed broadband 5GB;0,98
Sweden;2019;Mobile broadband data only 1.5 GB;0,37
Sweden;2019;Mobile Cellular Low Usage;0,58
Sweden;2019;Mobile Data and Voice Low Usage;0,50
Sweden;2019;Mobile Data and Voice High Usage;0,50
Sweden;2020;Fixed broadband 5GB;1,05
Sweden;2020;Mobile broadband data only 1.5 GB;0,48
Sweden;2020;Mobile Cellular Low Usage;0,56
Sweden;2020;Mobile Data and Voice Low Usage;0,52
Sweden;2020;Mobile Data and Voice High Usage;0,52
Sweden;2018;Fixed broadband 5GB;41,59
Sweden;2018;Mobile broadband data only 1.5 GB;15,93
Sweden;2018;Mobile Cellular Low Usage;24,91
Sweden;2018;Mobile Data and Voice Low Usage;21,28
Sweden;2018;Mobile Data and Voice High Usage;21,28
Sweden;2019;Fixed broadband 5GB;41,59
Sweden;2019;Mobile broadband data only 1.5 GB;15,93
Sweden;2019;Mobile Cellular Low Usage;24,91
Sweden;2019;Mobile Data and Voice Low Usage;21,28
Sweden;2019;Mobile Data and Voice High Usage;21,28
Sweden;2020;Fixed broadband 5GB;47,16
Sweden;2020;Mobile broadband data only 1.5 GB;21,38
Sweden;2020;Mobile Cellular Low Usage;25,03
Sweden;2020;Mobile Data and Voice Low Usage;23,53
Sweden;2020;Mobile Data and Voice High Usage;23,53
Sweden;2018;Fixed broadband 5GB;44,75
Sweden;2018;Mobile broadband data only 1.5 GB;17,14
Sweden;2018;Mobile Cellular Low Usage;26,80
Sweden;2018;Mobile Data and Voice Low Usage;22,89
Sweden;2018;Mobile Data and Voice High Usage;22,89
Sweden;2019;Fixed broadband 5GB;44,75
Sweden;2019;Mobile broadband data only 1.5 GB;17,14
Sweden;2019;Mobile Cellular Low Usage;26,80
Sweden;2019;Mobile Data and Voice Low Usage;22,89
Sweden;2019;Mobile Data and Voice High Usage;22,89
Sweden;2020;Fixed broadband 5GB;47,33
