EntityName;DataYear;Index;Value
Sweden;2020;Mobile broadband data only 1.5 GB;21,45
Sweden;2020;Mobile Cellular Low Usage;25,11
Sweden;2020;Mobile Data and Voice Low Usage;23,61
Sweden;2020;Mobile Data and Voice High Usage;23,61
Switzerland;2018;Fixed broadband 5GB;0,95
Switzerland;2018;Mobile broadband data only 1.5 GB;0,72
Switzerland;2018;Mobile Cellular Low Usage;0,56
Switzerland;2018;Mobile Data and Voice Low Usage;0,43
Switzerland;2018;Mobile Data and Voice High Usage;0,43
Switzerland;2019;Fixed broadband 5GB;0,95
Switzerland;2019;Mobile broadband data only 1.5 GB;0,72
Switzerland;2019;Mobile Cellular Low Usage;0,49
Switzerland;2019;Mobile Data and Voice Low Usage;0,37
Switzerland;2019;Mobile Data and Voice High Usage;0,51
Switzerland;2020;Fixed broadband 5GB;0,94
Switzerland;2020;Mobile broadband data only 1.5 GB;0,65
Switzerland;2020;Mobile Cellular Low Usage;0,48
Switzerland;2020;Mobile Data and Voice Low Usage;0,36
Switzerland;2020;Mobile Data and Voice High Usage;0,65
Switzerland;2018;Fixed broadband 5GB;47,27
Switzerland;2018;Mobile broadband data only 1.5 GB;35,64
Switzerland;2018;Mobile Cellular Low Usage;27,81
Switzerland;2018;Mobile Data and Voice Low Usage;21,09
Switzerland;2018;Mobile Data and Voice High Usage;21,09
Switzerland;2019;Fixed broadband 5GB;47,27
Switzerland;2019;Mobile broadband data only 1.5 GB;35,64
Switzerland;2019;Mobile Cellular Low Usage;24,19
Switzerland;2019;Mobile Data and Voice Low Usage;18,18
Switzerland;2019;Mobile Data and Voice High Usage;25,45
Switzerland;2020;Fixed broadband 5GB;49,49
Switzerland;2020;Mobile broadband data only 1.5 GB;34,27
Switzerland;2020;Mobile Cellular Low Usage;25,33
Switzerland;2020;Mobile Data and Voice Low Usage;19,04
Switzerland;2020;Mobile Data and Voice High Usage;34,27
Switzerland;2018;Fixed broadband 5GB;66,47
Switzerland;2018;Mobile broadband data only 1.5 GB;50,11
Switzerland;2018;Mobile Cellular Low Usage;39,10
Switzerland;2018;Mobile Data and Voice Low Usage;29,66
Switzerland;2018;Mobile Data and Voice High Usage;29,66
Switzerland;2019;Fixed broadband 5GB;66,47
Switzerland;2019;Mobile broadband data only 1.5 GB;50,11
Switzerland;2019;Mobile Cellular Low Usage;34,01
Switzerland;2019;Mobile Data and Voice Low Usage;25,57
Switzerland;2019;Mobile Data and Voice High Usage;35,79
Switzerland;2020;Fixed broadband 5GB;69,02
Switzerland;2020;Mobile broadband data only 1.5 GB;47,78
Switzerland;2020;Mobile Cellular Low Usage;35,31
Switzerland;2020;Mobile Data and Voice Low Usage;26,54
Switzerland;2020;Mobile Data and Voice High Usage;47,78
Turkey;2018;Fixed broadband 5GB;2,66
Turkey;2018;Mobile broadband data only 1.5 GB;1,32
Turkey;2018;Mobile Cellular Low Usage;0,69
Turkey;2018;Mobile Data and Voice Low Usage;1,77
Turkey;2018;Mobile Data and Voice High Usage;1,77
Turkey;2019;Fixed broadband 5GB;1,63
Turkey;2019;Mobile broadband data only 1.5 GB;0,93
Turkey;2019;Mobile Cellular Low Usage;0,69
Turkey;2019;Mobile Data and Voice Low Usage;0,93
Turkey;2019;Mobile Data and Voice High Usage;0,93
Turkey;2020;Fixed broadband 5GB;0,95
Turkey;2020;Mobile broadband data only 1.5 GB;0,95
Turkey;2020;Mobile Cellular Low Usage;0,83
Turkey;2020;Mobile Data and Voice Low Usage;0,83
Turkey;2020;Mobile Data and Voice High Usage;0,83
Turkey;2018;Fixed broadband 5GB;66,03
Turkey;2018;Mobile broadband data only 1.5 GB;32,72
Turkey;2018;Mobile Cellular Low Usage;17,25
Turkey;2018;Mobile Data and Voice Low Usage;44,02
Turkey;2018;Mobile Data and Voice High Usage;44,02
Turkey;2019;Fixed broadband 5GB;40,45
Turkey;2019;Mobile broadband data only 1.5 GB;23,20
Turkey;2019;Mobile Cellular Low Usage;17,25
Turkey;2019;Mobile Data and Voice Low Usage;23,20
Turkey;2019;Mobile Data and Voice High Usage;23,20
Turkey;2020;Fixed broadband 5GB;18,28
Turkey;2020;Mobile broadband data only 1.5 GB;18,28
Turkey;2020;Mobile Cellular Low Usage;16,03
Turkey;2020;Mobile Data and Voice Low Usage;16,03
Turkey;2020;Mobile Data and Voice High Usage;16,03
Turkey;2018;Fixed broadband 5GB;22,99
Turkey;2018;Mobile broadband data only 1.5 GB;11,39
Turkey;2018;Mobile Cellular Low Usage;6,01
Turkey;2018;Mobile Data and Voice Low Usage;15,33
Turkey;2018;Mobile Data and Voice High Usage;15,33
Turkey;2019;Fixed broadband 5GB;14,08
Turkey;2019;Mobile broadband data only 1.5 GB;8,08
Turkey;2019;Mobile Cellular Low Usage;6,01
Turkey;2019;Mobile Data and Voice Low Usage;8,08
Turkey;2019;Mobile Data and Voice High Usage;8,08
Turkey;2020;Fixed broadband 5GB;5,68
Turkey;2020;Mobile broadband data only 1.5 GB;5,68
Turkey;2020;Mobile Cellular Low Usage;4,98
Turkey;2020;Mobile Data and Voice Low Usage;4,98
Turkey;2020;Mobile Data and Voice High Usage;4,98
Ukraine;2018;Fixed broadband 5GB;1,58
Ukraine;2018;Mobile broadband data only 1.5 GB;0,83
Ukraine;2018;Mobile Cellular Low Usage;1,28
Ukraine;2018;Mobile Data and Voice Low Usage;1,28
Ukraine;2018;Mobile Data and Voice High Usage;1,28
Ukraine;2019;Fixed broadband 5GB;1,82
Ukraine;2019;Mobile broadband data only 1.5 GB;1,24
Ukraine;2019;Mobile Cellular Low Usage;1,28
Ukraine;2019;Mobile Data and Voice Low Usage;1,28
Ukraine;2019;Mobile Data and Voice High Usage;1,28
Ukraine;2020;Fixed broadband 5GB;1,60
Ukraine;2020;Mobile broadband data only 1.5 GB;1,54
Ukraine;2020;Mobile Cellular Low Usage;1,61
Ukraine;2020;Mobile Data and Voice Low Usage;1,61
Ukraine;2020;Mobile Data and Voice High Usage;1,80
Ukraine;2018;Fixed broadband 5GB;13,24
Ukraine;2018;Mobile broadband data only 1.5 GB;6,97
Ukraine;2018;Mobile Cellular Low Usage;10,73
Ukraine;2018;Mobile Data and Voice Low Usage;10,73
Ukraine;2018;Mobile Data and Voice High Usage;10,73
Ukraine;2019;Fixed broadband 5GB;15,34
Ukraine;2019;Mobile broadband data only 1.5 GB;10,46
Ukraine;2019;Mobile Cellular Low Usage;10,73
Ukraine;2019;Mobile Data and Voice Low Usage;10,73
Ukraine;2019;Mobile Data and Voice High Usage;10,73
Ukraine;2020;Fixed broadband 5GB;16,17
Ukraine;2020;Mobile broadband data only 1.5 GB;15,55
Ukraine;2020;Mobile Cellular Low Usage;16,29
Ukraine;2020;Mobile Data and Voice Low Usage;16,29
Ukraine;2020;Mobile Data and Voice High Usage;18,16
Ukraine;2018;Fixed broadband 5GB;3,49
Ukraine;2018;Mobile broadband data only 1.5 GB;1,84
Ukraine;2018;Mobile Cellular Low Usage;2,83
Ukraine;2018;Mobile Data and Voice Low Usage;2,83
Ukraine;2018;Mobile Data and Voice High Usage;2,83
Ukraine;2019;Fixed broadband 5GB;4,04
Ukraine;2019;Mobile broadband data only 1.5 GB;2,76
Ukraine;2019;Mobile Cellular Low Usage;2,83
Ukraine;2019;Mobile Data and Voice Low Usage;2,83
Ukraine;2019;Mobile Data and Voice High Usage;2,83
Ukraine;2020;Fixed broadband 5GB;4,77
Ukraine;2020;Mobile broadband data only 1.5 GB;4,59
Ukraine;2020;Mobile Cellular Low Usage;4,81
Ukraine;2020;Mobile Data and Voice Low Usage;4,81
Ukraine;2020;Mobile Data and Voice High Usage;5,36
United Kingdom;2018;Fixed broadband 5GB;1,28
United Kingdom;2018;Mobile broadband data only 1.5 GB;0,50
United Kingdom;2018;Mobile Cellular Low Usage;0,54
United Kingdom;2018;Mobile Data and Voice Low Usage;0,54
United Kingdom;2018;Mobile Data and Voice High Usage;0,66
United Kingdom;2019;Fixed broadband 5GB;1,28
United Kingdom;2019;Mobile broadband data only 1.5 GB;0,58
United Kingdom;2019;Mobile Cellular Low Usage;0,50
United Kingdom;2019;Mobile Data and Voice Low Usage;0,62
United Kingdom;2019;Mobile Data and Voice High Usage;0,74
United Kingdom;2020;Fixed broadband 5GB;1,99
United Kingdom;2020;Mobile broadband data only 1.5 GB;0,55
United Kingdom;2020;Mobile Cellular Low Usage;0,48
United Kingdom;2020;Mobile Data and Voice Low Usage;0,59
United Kingdom;2020;Mobile Data and Voice High Usage;0,70
United Kingdom;2018;Fixed broadband 5GB;41,80
United Kingdom;2018;Mobile broadband data only 1.5 GB;16,47
United Kingdom;2018;Mobile Cellular Low Usage;17,74
United Kingdom;2018;Mobile Data and Voice Low Usage;17,74
United Kingdom;2018;Mobile Data and Voice High Usage;21,54
United Kingdom;2019;Fixed broadband 5GB;41,80
United Kingdom;2019;Mobile broadband data only 1.5 GB;19,01
United Kingdom;2019;Mobile Cellular Low Usage;16,47
United Kingdom;2019;Mobile Data and Voice Low Usage;20,28
United Kingdom;2019;Mobile Data and Voice High Usage;24,08
United Kingdom;2020;Fixed broadband 5GB;69,73
United Kingdom;2020;Mobile broadband data only 1.5 GB;19,34
United Kingdom;2020;Mobile Cellular Low Usage;16,76
United Kingdom;2020;Mobile Data and Voice Low Usage;20,63
United Kingdom;2020;Mobile Data and Voice High Usage;24,50
United Kingdom;2018;Fixed broadband 5GB;44,01
United Kingdom;2018;Mobile broadband data only 1.5 GB;17,34
United Kingdom;2018;Mobile Cellular Low Usage;18,68
United Kingdom;2018;Mobile Data and Voice Low Usage;18,68
United Kingdom;2018;Mobile Data and Voice High Usage;22,68
United Kingdom;2019;Fixed broadband 5GB;44,01
United Kingdom;2019;Mobile broadband data only 1.5 GB;20,01
United Kingdom;2019;Mobile Cellular Low Usage;17,34
United Kingdom;2019;Mobile Data and Voice Low Usage;21,35
United Kingdom;2019;Mobile Data and Voice High Usage;25,35
United Kingdom;2020;Fixed broadband 5GB;68,46
United Kingdom;2020;Mobile broadband data only 1.5 GB;18,99
United Kingdom;2020;Mobile Cellular Low Usage;16,46
United Kingdom;2020;Mobile Data and Voice Low Usage;20,25
United Kingdom;2020;Mobile Data and Voice High Usage;24,05
Bulgaria;2018;GDP;3,10
Bulgaria;2019;GDP;3,70
Bulgaria;2020;GDP;-4,20
Croatia;2018;GDP;2,80
Croatia;2019;GDP;2,90
Croatia;2020;GDP;-8,40
Cyprus;2018;GDP;5,20
Cyprus;2019;GDP;3,10
Cyprus;2020;GDP;-5,10
Czech Republic;2018;GDP;3,20
Czech Republic;2019;GDP;2,30
Czech Republic;2020;GDP;-5,60
Denmark;2018;GDP;2,20
Denmark;2019;GDP;2,80
Denmark;2020;GDP;-3,30
Estonia;2018;GDP;4,40
Estonia;2019;GDP;5,00
Estonia;2020;GDP;-2,90
Finland;2018;GDP;1,30
Finland;2019;GDP;1,30
Finland;2020;GDP;-2,80
France;2018;GDP;1,80
France;2019;GDP;1,50
France;2020;GDP;-8,10
Germany;2018;GDP;1,30
Germany;2019;GDP;0,60
Germany;2020;GDP;-4,90
Greece;2018;GDP;1,60
Greece;2019;GDP;1,90
Greece;2020;GDP;-8,20
Hungary;2018;GDP;5,40
Hungary;2019;GDP;4,60
Hungary;2020;GDP;-5,00
Iceland;2018;GDP;4,70
Iceland;2019;GDP;2,60
Iceland;2020;GDP;-6,60
Ireland;2018;GDP;8,50
Ireland;2019;GDP;5,60
Ireland;2020;GDP;3,40
Italy;2018;GDP;0,90
Italy;2019;GDP;0,30
Italy;2020;GDP;-8,90
Latvia;2018;GDP;4,00
Latvia;2019;GDP;2,00
Latvia;2020;GDP;-3,60
Lithuania;2018;GDP;3,90
Lithuania;2019;GDP;4,30
Lithuania;2020;GDP;-0,80
Luxembourg;2018;GDP;3,10
Luxembourg;2019;GDP;2,30
Luxembourg;2020;GDP;-1,30
Netherlands;2018;GDP;2,40
Netherlands;2019;GDP;1,70
Netherlands;2020;GDP;-3,80
North Macedonia;2018;GDP;2,90
North Macedonia;2019;GDP;3,20
North Macedonia;2020;GDP;-4,50
Norway;2018;GDP;1,10
Norway;2019;GDP;0,90
Norway;2020;GDP;-0,80
Poland;2018;GDP;5,40
Poland;2019;GDP;4,50
Poland;2020;GDP;-2,70
Portugal;2018;GDP;2,80
Portugal;2019;GDP;2,50
Portugal;2020;GDP;-7,60
Romania;2018;GDP;4,50
Romania;2019;GDP;4,10
Romania;2020;GDP;-3,90
Serbia;2018;GDP;4,50
Serbia;2019;GDP;4,20
Serbia;2020;GDP;-1,00
Slovakia;2018;GDP;3,80
Slovakia;2019;GDP;2,30
Slovakia;2020;GDP;-5,20
Slovenia;2018;GDP;4,40
Slovenia;2019;GDP;3,20
Slovenia;2020;GDP;-5,50
Spain;2018;GDP;2,40
Spain;2019;GDP;2,00
Spain;2020;GDP;-11,00
Sweden;2018;GDP;2,00
Sweden;2019;GDP;1,40
Sweden;2020;GDP;-2,80
Switzerland;2018;GDP;3,00
Switzerland;2019;GDP;1,10
Switzerland;2020;GDP;-2,90
Turkey;2018;GDP;3,00
Turkey;2019;GDP;0,90
Turkey;2020;GDP;1,80
United Kingdom;2018;GDP;1,30
United Kingdom;2019;GDP;1,40
United Kingdom;2020;GDP;-10,00
